Rank,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,ADP
3498,Tucupita Marcano,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08199999999999999,0.18899999999999997,0.115,0.278,0.235,0.303,0.35,0.654,0.289,88,999.0
3499,Jack Pineda,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.25,0.09,0.286,0.217,0.287,0.307,0.594,0.266,66,999.0
3500,Alex Binelas,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.084,0.304,0.154,0.284,0.212,0.283,0.367,0.65,0.285,78,999.0
3501,Anthony Sherwin,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.376,0.08,0.258,0.164,0.239,0.245,0.484,0.221,40,999.0
3502,Dustin Garneau,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.076,0.297,0.144,0.256,0.197,0.269,0.342,0.611,0.27,72,999.0
3503,Tim Susnara,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.077,0.317,0.121,0.275,0.198,0.27,0.319,0.588,0.262,67,999.0
3504,Johan Lopez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.261,0.109,0.275,0.211,0.282,0.321,0.602,0.269,71,999.0
3505,Andrew Young,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.077,0.321,0.146,0.297,0.215,0.285,0.361,0.645,0.284,82,999.0
3506,Mark Payton,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.084,0.20600000000000002,0.13,0.294,0.245,0.312,0.375,0.687,0.302,94,999.0
3507,Deven Marrero,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08199999999999999,0.272,0.124,0.279,0.215,0.285,0.339,0.625,0.277,77,999.0
3508,Lucius Fox,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08199999999999999,0.281,0.096,0.281,0.207,0.278,0.303,0.58,0.26,65,999.0
3509,Ronald Guzmán,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.313,0.158,0.283,0.213,0.283,0.372,0.655,0.287,84,999.0
3510,Greyson Jenista,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.081,0.363,0.164,0.279,0.198,0.27,0.362,0.631,0.277,77,999.0
3511,Mark Contreras,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.077,0.316,0.122,0.286,0.204,0.275,0.326,0.601,0.267,71,999.0
3512,Maxwell Costes,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.075,0.231,0.128,0.265,0.219,0.289,0.347,0.635,0.281,80,999.0
3513,Jacob Rhinesmith,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.079,0.27399999999999997,0.114,0.277,0.21,0.28,0.324,0.604,0.269,72,999.0
3514,Robert Perez Jr.,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.07400000000000001,0.33299999999999996,0.123,0.293,0.205,0.276,0.328,0.604,0.268,71,999.0
3515,Greg Deichmann,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.083,0.32799999999999996,0.125,0.286,0.202,0.274,0.327,0.601,0.267,70,999.0
3516,Aaron Shackelford,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.079,0.32,0.138,0.269,0.197,0.269,0.334,0.603,0.265,69,999.0
3517,Matt Chamberlain,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.327,0.093,0.259,0.181,0.255,0.274,0.528,0.239,51,999.0
3518,Corey Julks,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.083,0.249,0.141,0.284,0.229,0.298,0.37,0.669,0.294,90,999.0
3519,Chance Sisco,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.079,0.303,0.118,0.265,0.195,0.268,0.313,0.581,0.259,66,999.0
3520,Travis Blankenhorn,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.079,0.28300000000000003,0.166,0.272,0.216,0.287,0.382,0.668,0.292,87,999.0
3521,Bobby Dalbec,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.389,0.164,0.293,0.198,0.27,0.362,0.632,0.278,79,750.3
3522,Anthony Servideo,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.083,0.364,0.078,0.265,0.17,0.244,0.248,0.492,0.224,44,999.0
3523,Andrew Bechtold,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.085,0.31,0.144,0.275,0.206,0.277,0.35,0.627,0.277,75,999.0
3524,Tanner Schobel,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.083,0.24600000000000002,0.106,0.27,0.211,0.282,0.317,0.599,0.268,73,999.0
3525,Ronny Hernandez,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08199999999999999,0.225,0.066,0.243,0.193,0.266,0.259,0.525,0.239,51,999.0
3526,Ryan Vilade,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.081,0.26,0.108,0.303,0.231,0.299,0.338,0.638,0.283,81,999.0
3527,Caleb Cali,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.081,0.332,0.108,0.255,0.181,0.254,0.288,0.543,0.244,62,999.0
3528,Peyton Graham,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.077,0.257,0.067,0.243,0.183,0.257,0.25,0.507,0.232,48,999.0
3529,Michael Brantley,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.084,0.154,0.125,0.304,0.269,0.335,0.394,0.729,0.32,107,999.0
3530,Irving Lopez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.077,0.22699999999999998,0.092,0.274,0.217,0.287,0.309,0.596,0.267,71,999.0
3531,Kody Huff,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.081,0.258,0.102,0.282,0.215,0.286,0.317,0.603,0.27,75,999.0
3532,Tres Gonzalez,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.081,0.22,0.09,0.296,0.235,0.304,0.325,0.629,0.281,76,999.0
3533,Luis Lameda,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.081,0.326,0.037,0.203,0.136,0.214,0.173,0.387,0.184,13,999.0
3534,Lucas Dunn,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.326,0.099,0.271,0.188,0.261,0.287,0.548,0.246,59,999.0
3535,Jace Bohrofen,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.287,0.117,0.262,0.199,0.271,0.316,0.588,0.262,69,999.0
3536,Jacob Wetzel,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08199999999999999,0.285,0.097,0.25,0.186,0.26,0.283,0.543,0.243,56,999.0
3537,Cam Fisher,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.081,0.447,0.116,0.249,0.149,0.227,0.266,0.492,0.223,42,999.0
3538,Rowdey Jordan,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.081,0.284,0.095,0.268,0.197,0.27,0.293,0.562,0.253,63,999.0
3539,Carson Williams,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.081,0.314,0.152,0.299,0.22,0.29,0.372,0.662,0.29,92,999.0
3540,Tre' Morgan,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.081,0.168,0.144,0.297,0.263,0.329,0.407,0.737,0.322,115,999.0
3541,Kenny Piper,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.077,0.319,0.139,0.259,0.192,0.265,0.331,0.597,0.265,74,999.0
3542,Michael De La Cruz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.085,0.19899999999999998,0.092,0.257,0.213,0.285,0.305,0.59,0.265,69,999.0
3543,Robert Neustrom,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.222,0.158,0.272,0.232,0.301,0.389,0.69,0.302,95,999.0
3544,Jose Peroza,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.307,0.127,0.298,0.216,0.287,0.344,0.631,0.279,79,999.0
3545,Yeiner Fernandez,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.078,0.175,0.098,0.268,0.229,0.299,0.327,0.625,0.279,79,999.0
3546,Jordan Procyshen,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.3,0.109,0.267,0.195,0.268,0.305,0.573,0.257,63,999.0
3547,Jose Rojas,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.084,0.266,0.161,0.256,0.209,0.281,0.37,0.651,0.285,83,999.0
3548,Angelo Castellano,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08199999999999999,0.223,0.11,0.266,0.218,0.288,0.328,0.616,0.275,76,999.0
3549,Cam Eden,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.078,0.295,0.105,0.285,0.207,0.279,0.312,0.591,0.264,69,999.0
3550,Derek Dietrich,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.07400000000000001,0.281,0.13,0.277,0.211,0.282,0.341,0.624,0.277,77,999.0
3551,Cesar Berbesi,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08199999999999999,0.32899999999999996,0.063,0.255,0.171,0.246,0.234,0.48,0.221,39,999.0
3552,David Martin,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.077,0.20800000000000002,0.07,0.249,0.201,0.274,0.271,0.545,0.248,55,999.0
3553,Edwin Sanchez,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.078,0.371,0.076,0.219,0.144,0.222,0.22,0.442,0.205,29,999.0
3554,Donovan Walton,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.081,0.182,0.114,0.27,0.231,0.3,0.345,0.645,0.284,84,999.0
3555,Chad Wallach,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08199999999999999,0.315,0.126,0.263,0.193,0.266,0.319,0.585,0.26,67,999.0
3556,Matt Lloyd,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08199999999999999,0.253,0.133,0.28,0.224,0.294,0.356,0.65,0.287,84,999.0
